高等人工智能原理――观念・方法・模型・理论,当您拿起《高等人工智能原理――观念・方法・模型・理论》的时候，您（特别是比较熟悉人工智能相关领域的读者）很可能会提出这样的问题：为什么作者要在现在提出“高等人工智能”的概念和阐述“高等人工智能”的原理呢？ 这正是作者钟义信希望在前言交代的基本问题，这些问题包括：什么是智能？什么是人工智能？人们应当怎样研究智能和人工智能科学技术？什么是高等人工智能？它与现行人工智能在科学观念、研究方法、基本概念、系统模型、工作原理上有什么不同？为什么本书要定名为“高等人工智能原理”？本书的基本出发点和主要目标是什么？与迄今国内外出版的各种人工智能学术著作相比，本书与众不同的学术观点、学术思想、学术特色和可能的学术贡献是什么？,101.10,5.0,钟义信 著,人工智能
人工智能（高科技十万个为什么）,,7.50,0.0,肖叶 等主编,人工智能
套装现货 人工智能简史+智能革命 共2册 讲述人工智能的发展史 了解人工智能鲜为人知的历史,,90.00,0.0,尼克,人工智能
科学+预见人工智能 长城会 9787115455437,1.内容兼具专业性和易读性，核心读者群体明确且具有一定购买力。 2.可以在行业会议中进行推广。 3.装帧考究，排版精良，适合读者进行深度阅读。3.装帧考究，排版精良，适合读者进行深度阅读。,22.62,0.0,长城会,人工智能
人工智能( 货号:711009526),,6.20,0.0,薛少华,人工智能
算法统治世界――智能经济的隐形秩序推动社会经济发展的不是数据，是数据背后的算法，算法统治世界！,现在得经济系统已经与赛博世界深度融合，可以说全世界每时每刻发生的每一次交易，每一笔资金流动都离不开算法，甚至都由算法决定，人类世界从未像今天这样被这些程序和代码控制，毫不夸张的说，算法已经统治了我们的晋级世界。本书首次从计算机算法角度阐述赛博经济如何通过背后的核心算法和数据处理，深刻改变我们所在的这个世界。,54.50,5.0,徐恪 李沁 著,人工智能
全新正版人工智能产品经理――AI时代PM修炼手册 张竞宇 9787121339141 电子工业出版社 缘为书来图书专营七天无理由退货让您购物无忧 收到图书满意后五星好评返现二元！,暂时没有内容,40.10,0.0,张竞宇,人工智能
AI传奇:人工智能通俗史,近年来，人工智能浪潮在全球兴起，正在对人类社会造成深刻影响。在中国，人工智能也受到高度重视，中国人工智能技术发展与应用，已经处于世界前列。2017年7月国务院印发《新一代人工智能发展规划》，将进一步推动中国人工智能的发展，了解和掌握一定的人工智能知识和技术，将成为中国广大群众的需求和必备的技能。鉴于这样的背景，向大众普及人工智能知识是长期而重要的工作。 本书以讲故事的方式叙述人工智能发展的简要历史，通俗介绍人工智能关键技术发展过程和作出贡献的重要人物，展现人工智能应用现状并前瞻未来，特别关注中国人工智能的现状与未来。全书通过引人入胜的故事，让人了解人工智能发展概貌和广阔应用前景，增强对人工智能这一技术革命中新生事物的兴趣和自觉应,40.00,0.0,陈宗周 著,人工智能
深度学习、优化与识别IEEE Fellow获得者焦李成教授学术著作，系统论述深度学习的基本理论、算法及应用，展望深度学习的前沿方向。,1） 系统讲解深度神经网络的基础理论与算法，包括深度前馈神经网络、深度卷积神经网络、深度堆栈神经网络、深度递归神经网络、深度生成网络、深度融合网络等。七个G资源请加QQ群196832021获取2） 系统论述常用深度学习平台在高光谱图像、自然图像、SAR与极化SAR影响等领域的典型应用。3）展望深度学习发展的历史图、前沿方向及*进展。,101.10,4.5,焦李成、赵进、杨淑媛、刘芳,人工智能
传感器实战全攻略 41个创客喜爱的Arduino与Raspberry Pi制作项目全彩印刷 配套视频 扫二维码学习 创客喜爱的智能互动项目搭建指南 Arduino和树莓派实战技能 奥松机器人创始人翻译 Arduino中国董事总经理 等专家推荐,奥松机器人公司创始人翻译，配合书中所用元器件搭配可以买到的套件。 配合书中内容制作了演示视频，扫描二维码即可观看学习。Arduino和树莓派的基础知识精简速讲，随后通过实际案例来玩中学。 从10大方面探讨智能互动项目的设计方法：距离、气体、触控、动作、光线、加速度、身份识别、电磁、声音、天气。 给出多个可实现的自制趣味项目，包含超声波测距、酒精检测仪、检测火焰、加速度检测器、指纹扫描仪、指南针、温度湿度检测仪等高科技制作。,77.70,4.5,[芬]Tero Karvinen、Kimmo Karvinen、Ville Valtokari,人工智能
TZ （正版现货） 极简人工智能 你一定爱读的AI通识书+AI传奇 人工智能通俗史（共2本）9787121337208,,82.50,0.0,（英）Richard Urwin（理查德・温）,人工智能
2册 极简人工智能 你一定爱读的AI通识书+AI传奇 人工智能通俗史 AI2.0时代人工智能机器学习标题书名定价109元加活着定价为28元为此套装总定价137元。部分商品主图未添加活着图片，正持续优化中。主图未优化完成商品仅发标题书名商品。,,97.10,0.0,理查德・温,人工智能
智能车设计,,46.60,5.0,闫琪 等,人工智能
"编程、人工智能与推理用逻辑Logic for programming, artificial intelligence","The LNCS series reports state-of-the-art results in computer science research, development, and education, at a high level and in both printed and electronic form. Enjoying tight cooperation with the R&D community, with numerous individuals, as well as with prestigious organizations and societies, LNCS has grown into the most comprehensive computer science resarch forum available. The scope of LNCS, including its subseries LNAI, spans the whole range of computer science and information technology including interdisciplinary topics in a variety of application fields. The type of material publised traditionally includes. -proceedings(published in time for the respective conference) -post-proceedings(consisting of thoroughly revised final full papers) -research monographs(which may be basde on outstanding PhD work, research projects, technical reports, etc.)",642.70,0.0,Miki Hermann 著,人工智能
深度学习实践指南 基于R语言 人工智能书籍 R语言实战 数据分析 机器学习神经网络编程+Python深度学习 人工智能,,128.00,0.0,尼格尔・刘易斯,人工智能
高级人工智能（第三版）,高等院校信息领域相关专业的高年级本科生和研究生的教材，相关科技人员,69.50,4.5,史忠植 著,人工智能
2册 极简人工智能 你一定爱读的AI通识书+AI传奇 人工智能通俗史 AI2.0时代人工智能机器学习标题书名定价109元加第七天定价29.5为此套装总定价138.5元。部分商品主图未添加第七天图片，正持续优化中。主图未优化完成仅发标题书名商品。如有疑问请拨打电话13521405301（微信同号）,,97.80,0.0,理查德・温,人工智能
2册 极简人工智能 你一定爱读的AI通识书+AI传奇 人工智能通俗史 AI2.0时代人工智能机器学习标题书名定价109元加追风筝的人定价29元为此套装总定价138元。部分商品主图未添加追风筝的人图片，正持续优化中。主图未优化完成仅发标题书名商品。,,89.00,0.0,理查德・温,人工智能
面向机器智能的TensorFlow实践谷歌研发一线参与撰写，TensorFlow绝佳入门指南,,54.00,4.5,[美] 山姆・亚伯拉罕 等,人工智能
科学的：漫谈人工智能 集智俱乐部著 9787115396624全新正版教育类图书,*受欢迎的科学探索群体――集智俱乐部首部科普著作 全面涵盖人机交互、脑科学、计算心理学、系统科学、社会科学等前沿知识 生动的文笔，精美的插图，数十位科学爱好者带你展开一场人工智能探索之旅 制造出能够像人类一样思考的机器是人们长期以来的伟大梦想，也是当今科学发展的极致。从《终结者》《黑客帝国》《机器人瓦利》再到《超验骇客》，我们多数人对人工智能的认识还停留在好莱坞电影阶段，然而，人工智能作为一门计算机科学分支究竟是什么样的？目前发展到了什么阶段？能够战胜人类的终极AI机器真的会存在吗？ 从这本书中，你很快就会发现问题的答案。《科学的极致：漫谈人工智能》将全面介绍人工智能的发展历史、探究过程以及在各个领域的应用，以通俗易懂的语言和生动有趣的示例为你揭示人工智能不为人知的奥,34.30,0.0,集智俱乐部著,人工智能
中国智能电网与智能能源网发展战略研究 中国智能城市建设与推进战略研究,中国智能城市建设与推进战略研究项目组编的《中国智能电网与智能能源网发展战略研究/中国智能城市建设与推进战略研究丛书》基于中国工程院重大咨询研究项目 中国智能城市建设与推进战略研究 的研究成果，有来自地方政府、高等院校、研究机构、企事业单位、医疗机构等47位相关领域的院士和180多位专家直接参与。 本书首次以 智能城市 为主题全面深入研究，系统地分析了面向2030年我国在智能城市方面的战略规划，具有前瞻性、战略性、指导性的重要意义，拟为国家相关重大决策(如 十三五 发展战略和 中国制造2025 )提供重要的科学支撑，成为政府决策、行业参考的依据之一。,25.81,0.0,中国智能城市建设与推进战略研究项目组,人工智能
正版图书 人工智能改变世界：走向社会的机器人 刘进长 9787517049340 水利水电出版社,暂时没有内容,31.50,0.0,刘进长,人工智能
自己动手写神经网络 人工智能 深度学习 竞争学习网络+Python神经网络编程 深度学习机器学习人工智能书籍 神经网络,,124.00,0.0,葛一鸣,人工智能
TensorFlow实战+TensorFlow实战Google深度学习框架 第2版 2本套装 TensorFlow从入,,146.00,0.0,郑泽宇,人工智能
人工智能【套装4册】与机器人共舞+人工智能的未来+情感机器+机器之心,,248.00,5.0,"(美)约翰・ 马尔科夫（John Markoff）著 , 郭雪 译 等",人工智能
第四次革命+人工智能的未来 转型的力量 中国制造2025德国工业4.0美国智能制造的核心力量 一场席卷世界的社会大变革,,99.00,0.0,（意）卢西亚诺・弗洛里迪（Luciano Floridi）著,人工智能
【RT5】教育技术与人工智能 吉林大学出版社 9787560150543亲，全新正版图书，欢迎购买哦！,,17.60,0.0,不详,人工智能
全新正版 人工智能：从科幻中复活的机器人革命 袁飞;蒋一鸣 9787113240745 中国铁道出版社 缘为书来图书专七天无理由退货让您购物无忧 收到图书满意后五星好评返现二元！,关于人工智能，本书的两位作者――袁飞和蒋一鸣，作为走在人工智能科研前沿的研究者，用他们的文字向你娓娓道来，为你展示了一个激动人心的智能未来，给了你一种全新的视角，带着你去理解、去探索、去畅想。人工智能时代已经到来，机器人已经从电影屏幕走入了我们的日常生活，智能制造将开始改变我们的生活。Are you ready ? 人工智能时代来了！奔袭而来的时代潮流，是黎明曙光，还是昙花一现？翻天覆地的深刻变革，是救世英雄，还是洪水猛兽？人机共存时代的机遇、技术与思维革命人工智能时代到来，重新定义人类价值揭示人类思维的终极奥秘，未来超越想象,29.30,0.0,袁飞;蒋一鸣,人工智能
知识发现与智能决策,导语_点评_推荐词,158.00,5.0,张文宇，薛昱，苏锦旗，薛惠锋,人工智能
"火热促销 人工智能与问题解决方法 [美] 丹尼・科佩茨,胡欣宇,岳亚伟,阮晓龙 9787517057543 中国水利水正版图书！客服电话15726655835",暂时没有内容,30.20,0.0,"[美] 丹尼・科佩茨,胡欣宇,岳亚伟,阮晓龙",人工智能
一本书读懂人工智能(图解版),,23.80,0.0,李连德,人工智能
自然语言处理综论（第二版）,从本书*版出版以来，一直好评如潮，被国外许多大学选作自然语言处理或计算语言学的教材，被认为该领域教材的 黄金标准 。 本书*版综合了自然语言处理、计算语言学和语音识别的内容，全面论述计算机自然语言处理，深入探讨计算机处理自然语言的词汇、句法、 语义、语用等各个方面的问题，介绍了自然语言处理的各种现代技术。该版对于*版做了全面的改写，增加了大量反映自然语言处理*成就 的内容，特别是增加了语音处理和统计技术方面的内容，全书面貌为之一新。 本书四大特色： 覆盖全面 强调实用 注重评测 语料为本,156.30,4.5,"Daniel Jurafsky（D. 朱夫斯凯）, James H. Martin（J. H. 马丁）",人工智能
商业智能深入浅出――Cognos，Informatica技术与应用,新版《商业智能深入浅出 第 2 版――大数据时代下的架构规划与案例》现已上市，点击文字可购买 本系列丛书有： World Wind Java 三维地理信息系统 精通ASP.NET4.0 操作系统实现之路 SAS开发经典案例解析 wxWidgets跨平台程序开发 LDAP详解－－IBMTivoli Directory Server从入门到精通 商业智能深入浅出 QTP自动化测试与框架模型设计 GPGPU编程技术�D�D从GLSL、CUDA到OpenCL 数据架构与商业智能,55.10,4.5,王飞 刘国峰,人工智能
深度学习+机器学习实战（python基础教程指南） deep learning 中文版 人工智能 AI圣经 经典畅销人【好评返5元店铺礼券】,《机器学习实战（python基础教程指南）》 ????介绍并实现机器学习的主流算法 ????面向日常任务的高效实战内容 ????《机器学习实战》没有从理论角度来揭示机器学习算法背后的数学原理，而是通过“原理简述+问题实例+实际代码+运行效果”来介绍每一个算法。学习计算机的人都知道，计算机是一门实践学科，没有真正实现运行，很难真正理解算法的精髓。这本书的*大好处就是边学边用，**适合于急需迈进机器学习领域的人员学习。实际上，即使对于那些对机器学习有所了解的人来说，通过代码实现也能进一步加深对机器学习算法的理解。 ????《机器学习实战》的代码采用Python语言编写。Python代码简单优雅、易于上手，科学计算软件包众多，已经成为不少大学和研究机构进行计算机教学和科学计算的语言。相信Python编写的机器学习代码也能让读者尽快领略到这门学科,177.70,4.0,[美]Ian Goodfellow（伊恩・古德费洛）、[加]Yoshua B,人工智能
安全系统中的多模态生物特征识别与智能图像处理,《安全系统中的多模态生物特征识别与智能图像处理》分为三部分来 安全系统中的论述多模态生物特征识别与智能图像处理 ，主要内容包括：生物特征识别综述与发展趋势、多模态生物特征识别中的信息融合、安全系统应用等。,42.60,5.0,郑毅， 郑苹 编,人工智能
住宅智能化人工照明光环境,导语_点评_推荐词,31.60,0.0,刘炜,人工智能
计算机视觉：模型、学习和推理计算机视觉的经典教材，全面讲述与现代计算机视觉研究和应用相关的机器学习基础知识和核心技术。,,93.90,4.5,[英]西蒙 J.D. 普林斯（Simon J. D. Prince,人工智能
21个项目玩转深度学习――基于TensorFlow的实践详解图像识别、目标检测、人脸识别、编写风格迁移应用、使用神经网络生成图像和文本、进行时间序列预测、搭建机器翻译引擎、训练机器玩游戏。学习深度学习和TensorFlow不再枯燥，21个项目让你快速上手！,"1.本书以TensorFlow为工具，从基础的MNIST手写体识别开始，介绍了基础的卷积神经网络、循环神经网络，还包括正处于前沿的对抗生成网络、深度强化学习等课题,代码基于TensorFlow 1.4.0 及以上版本。 2.书中所有内容由21个可以动手实验的项目组织起来，并在其中穿插TensorFlow的教学，让你可以在实践中比较轻松地学习到深度学习领域的基础知识，掌握TensorFlow的使用方法，并积累丰富的深度学习实战经验。 3.通过本书，可以学到： 在动手实践中快速入门深度学习领域。 通过实验快速掌握TensorFlow的操作方法。 掌握卷积神经网络、循环神经网络、对抗生成网络和深度强化学习等深度学习积累丰富的深度学习实战项目，如图像分类、目标检测、人脸识别、图像生成、文本生成、序列分类、时间序列预测等。 学习TensorFlow的一些新特性，如TimeSeries模块、RNNCell等。",61.90,5.0,何之源,人工智能
深度学习优化与识别机器学习周志华 深度学习中文版deep learning人工智能书籍机器人编程教程标题书名定价216元加追风筝的人定价29元为此套装总定价245元。部分商品主图未添加追风筝的人图片，正持续优化中。主图未优化完成仅发标题书名商品。,,177.00,0.0,焦李成,人工智能
Raspberry Pi机器人制作实例:用Python、Linux和传感器搭建智能小车多种技术的机器人制作项目实例 手把手指导树莓派控制的机器人制作项目 小型智能机器人制作全攻略同译者翻译,随着《地心引力》《星际穿越》《火星救援》等科幻电影的热映，太空探险的主题也更加受到人们关注，与外太空有关的一切都显得非常有科技感，格调很高。你是否也想拥有一台能够在太空漫步的月球车呢？并不难，跟随本书的指导，你也能制作出一台可以遥控、回传数据的月球车！※从无到有手把手制作一个完整的树莓派控制的机器人小车。※列清制作的所需配件，指明每个操作步骤，列清代码和图片，使初学者也能跟着完成制作。※ 机器人DIY界的元老 、《小型智能机器人制作全攻略》译者臧海波翻译。※《无线电》科普制作杂志倾情推荐。※Maker Faire美国创客DIY大聚会主办方Make Media经典出版。树莓派是一款非常流行的微型计算机，低廉的价格和小巧的体积使它很适合用来开发月球车这样的互动式应用项目。即使没有电子知识基础，只要按照书中的步骤进行,38.70,5.0,[美] Wolfram Donat,人工智能
可穿戴设备：移动的智能化生活全面、丰富、新鲜的可穿戴设备大全，产品介绍＋投资分析”相结合，在了解可穿戴设备的同时，掌握可穿戴设备的投资方向，图文结合，注重实用，让读者玩转可穿戴设备！,可穿戴设备不仅是一种传统制造业生产的硬件设备，更是一种通过移动互联网来实现数据交互、云端交互的跨界设备，它的出现必将对我们的生活、认知带来巨大的转变。 我们所熟知的苹果、三星、索尼、小米等智能手机巨头，都在纷纷入驻可穿戴设备市场，尤其现在移动互联网、物联网正在迅速发展，可穿戴设备必然会与之联动，帮助人们打造更加便捷、丰富的生活。 想进一步了解可穿戴设备的详细知识就领这本书回家吧。,44.90,5.0,徐旺,人工智能
经济奇点＋移动革命＋人工智能革命共 3册 人工智能时代系列丛书正版,,119.00,0.0,英]卡鲁姆?蔡斯（Calum Chace）著 张尧然 译等,人工智能
人工智能真的来了,,23.01,0.0,杨澜,人工智能
智能时代-人工智能.超级计算与网络安全北京市新华书店网上书店 品牌承诺 正版保证 配送及时 服务专业,,42.90,0.0,余来文,人工智能
深度学习精要 基于R语言机器学习 deep learning 人工智能神经网络AI参考书 R语言实战 使用无监督学习建立自动化的预测和分类模型,深度学习是机器学习的一个分支，其基础是一组试图使用模型架构建立高水平抽象模型的算法。本书结合R语言介绍深度学习软件包H2O，帮助读者理解深度学习的概念。本书从在R中设置可获取的重要深度学习包开始，接着转向建立神经网络、预测和深度预测等模型，所有这些模型都由实际案例的辅助来实现。成功安装了H2O软件包后，你将学习预测算法。随后本书会解释诸如过拟合数据、异常数据以及深度预测模型等概念。zui后，本书会介绍设计调参和优化模型的概念。 本书适合那些胸怀大志的数据科学家，他们精通R语言数据科学概念，并希望可以使用R中的包进一步探索深度学习范式。读者需要对R语言具备基础的理解，并熟悉统计算法和机器学习技术。 通过阅读本书，你将能够: ● 建立R包H2O训练深度学习模型； ● 理解深度学习模型背后的核心概念； ● 使用自动,38.70,4.5,[美] Joshua F. Wiley 威利,人工智能
深度学习之美：AI时代的数据处理与实践 张玉宏 9787121342462全新正版,暂时没有内容,89.60,0.0,张玉宏,人工智能
机器学习实践应用 人工智能+Java机器学习 人工智能 深度学习,,118.00,0.0,李博,人工智能
心智社会:从细胞到人工智能，人类思维的优雅解读 9787111551034,“没有心智社会就没有智能。智慧从愚笨中来。”人工智能之父、图灵奖得主马文・明斯基，对科学和人性的浪漫主义解读。一本引领时代的著作，影响了凯文・凯利，艾萨克・阿西莫夫，侯世达和雷・库兹韦尔。豆瓣评分8.9分的大师经典,66.30,0.0,[美] 马文明斯基(Marvin Minsky)、任楠,人工智能
智能机器人制作完全手册 第2版,本书汇集了多位创客在智能机器人方面的丰硕成果，不仅为刚接触机器人制作的初学者提供了从单片机、传感器选择到零件设计、组装过程的详尽入门教程，还为有一定基础和经验的制作者提供了从基础到高级，覆盖机器人小车、多足机器人、人形机器人等不同类型，实现遥控、自平衡、语音控制、智能交互等不同功能的丰富实例。 机器人制作经验谈 制作机器人该用什么单片机？机器人会用到哪些传感器？机器人怎么组装？快来看看zi深爱好者分享的制作经验。 4个多足机器人制作案例 有好多条腿的多足机器人也常被称为机器昆虫，但是它们不会让你感到毛茸茸的。它们拥有比其他类型机器人强的行走能力。 相扑机器人制作指南 从机器人相扑比赛开始讲解，带你认识相扑机器人的构造并实际制作一个自主式相扑机器人。 低成本开源互动机器人 盒仔 BOXZ 我们会通,54.50,3.0,《无线电》编辑部,人工智能
人工智能会抢哪些工作*9787308180948 (英) 理查德萨斯坎德 (Richard Susskind) 丹尼尔全新正版图书,◆ 牛津大学教授，英国首席大法官科技顾问耗时五年写就的人工智能时代行动指南。 ◆《金融时报》年度图书,39.40,0.0,(英) 理查德萨斯坎德 (Richard Susskind) 丹尼尔萨斯,人工智能
AI进化论――解码人工智能商业场景与案例（货号：A7) 9787121340307 电子工业出版社 亿欧智库咨询电话 17332130520,10余位研究人员，历时1年多，涉及8个领域，走访上百家企业，深入调研人工智能在各个产业的商业应用场景。 9章内容，13个表格，122幅图片，全彩印刷，精彩呈现人工智能未来发展面临的挑战与机遇。,46.60,0.0,亿欧智库,人工智能
智能水中目标识别,,37.90,5.0,曾向阳 著,人工智能
现代电力系统辨识人工智能方法 艾芊【好评返5元店铺礼券】,,74.50,0.0,艾芊,人工智能
中国智能交通行业发展年鉴(2016),,756.30,0.0,中国智能交通协会,人工智能
深度学习核心技术与实践真正集大成者 无知识死角 无阅读障碍 无实践脱节 无滞后信息 融汇ML DL核心算法 贯通计算机 视觉语音识别 自然语言处理应用,来自一直盛产人工智能黑科技的神秘之师，他们也是开源分布式系统ytk-learn和ytk-mp4j的作者。 用一线工程视角，透过关键概念、模型、算法原理和实践经验，为入坑者破解深度学习 炼金术 。 算法、代码容易获取，结合产品需求落地机器学习才是难题，本书旨在让算法真正在团队扎根长大。 胸怀全局、了如指掌才能在实践中少走弯路，用理论滋养创新能力，这也是本书导向的至臻境界。,100.30,3.5,猿辅导研究团队,人工智能
与机器人共舞-人工智能时代的大未来,编辑推荐 《与机器人共舞》是首套*权威、*重磅、*系统、*实用的“机器人与人工智能”书系之一！ 湛庐文化联合权威机构中国人工智能学会特设专家委员会！该专家委员会包括中国工程院院士李德毅、英特尔中国研究院院长吴甘沙、地平线机器人科技创始人余凯、北京邮电大学副校长杨放春、IBM中国研究院院长沈晓卫、国际人工智能大会(IJCAI)常务理事杨强、科大讯飞研究院院长胡郁、中国人工智能学会秘书长王卫宁等专家学者，他们将以自身深厚的专业实力、卓越的洞察力和深远的影响力，对这些优秀图书进行深度点评。 人工智能时代的科技预言家、普利策奖得主、乔布斯极为推崇的记者约翰・马尔科夫重磅新作！ 《与机器人共舞》是迄今为止*完整、**可读性的人工智能史著作，为我们描绘了一幅机器人与人工智能,63.92,5.0,马尔科夫,人工智能
人工智能真的来了+人工智能（套装共2册）杨澜&李开复2017全新作品,本套装共包含2册书籍： 《人工智能真的来了》 《人工智能》,65.00,5.0,杨澜&李开复,人工智能
心智社会：从细胞到人工智能，人类思维的优雅解读,,73.00,0.0,[美] 马文?明斯基（Marvin Minsky）,人工智能
生命3.0：生活在人工智能时代 英文原版 Life 3.0: Being Human in the Age of Ar钢铁侠马斯克力荐 MIT教授又一力作,,179.00,5.0,Max Tegmark,人工智能
MICAI人工智能进展2002/MICAI 2002,,571.30,0.0,Carlos A. Coello Coello 著,人工智能
机器学习被誉为内容全面的机器学习教程 Machine Learning期刊主编力作,本书是迄今市面上内容全面的机器学习教材之一，书中汇集了所有用于理解、挖掘和分析数据的先进方法，并且通过数百个精选实例和解说性插图，直观而准确地阐释了这些方法背后的原理，内容涵盖了机器学习的构成要素和机器学习任务、逻辑模型、几何模型、统计模型，以及矩阵分解、ROC分析等时下热点话题。 本书不仅内容丰富，而且图文并茂，无论是新手还是有经验的读者都能从中获益。,61.40,4.5,[英] 弗拉赫（Peter Flach）,人工智能
Python高级编程 第2版Python进阶教程 机器学习人工智能深度学习开发热门编程语言 web开发与后端工程师参考指南 基于Python3.5撰写,Python是一门动态编程语言，它简单而又强大，适用于众多领域。尽管编写Python代码比较容易，但是编写高效且易于维护和复用的代码是一个挑战。 本书的重点是让你熟悉zui佳实践、有用的工具以及标准，这都是Python专业人士每天使用的。首先，你将了解Python 3.5中新增加的功能以及可以提高生产力的快速技巧。接下来，你将学习使用这个新版本中的高-级且有用的Python语法元素，以及实现元编程的不同方法。本书讲解了代码管理工具、编写清晰文档的方法和测试驱动开发，这些都是编写代码的重要因素。通过学习优化的一般原则、查找瓶颈的策略以及应用优化的选定工具，你可以对如何编写高效的代码有更深入的理解。 读完本书后，你会成为一名可以编写高效且可维护代码的专家。 通过阅读本书，你将能够： 了解在Python社区中广泛采用的约定和zui佳实践； 高效打包,70.10,4.5,[波兰]Micha Jaworski 贾沃斯基 [法]Tarek Ziadé,人工智能
基于自适应动态规划的智能优化控制,,69.50,0.0,"林小峰,宋绍剑,宋春宁",人工智能
神经网络与深度学习,随着AlphaGo与李世石大战的落幕，人工智能成为话题焦点。AlphaGo背后的工作原理 深度学习 也跳入大众的视野。什么是深度学习，什么是神经网络，为何一段程序在精密的围棋大赛中可以大获全胜？人工智终将会取代人类智慧吗？ 本书结合日常生活中的寻常小事，生动形象地阐述了神经网络与深度学习的基本概念、原理和实践，案例丰富，深入浅出。对于正在进入人工智能时代的我们，这些内容无疑可以帮助我们更好地理解人工智能的原理，丰富我们对人类自身的认识，并启发我们对人机智能之争更深一层的思考与探索。 更多计算机好书请关注： 电子工业出版社当当自营店,49.70,4.5,吴岸城 著,人工智能
"【RT4】认知无线网络中的人工智能 李屹,李曦 北京邮电大学出版社 9787563535644亲，全新正版图书，欢迎购买哦！",,42.20,0.0,"李屹,李曦",人工智能
Unity3D人工智能编程精粹 王洪源 陈慕羿 华宇宁 石征锦 9787302379737全新正版教育类图书,Unity3D 是近年非常流行的一个 3D 游戏开发引擎，已成为手机游戏开发的主要开发工具之一，也用于计算机虚拟现实领域的模拟飞行、模拟射击、模拟驾驶等技术的开发。手机（或其他平台）的游戏逐渐高档化、复杂化，游戏角色也需要具有更高的“智能”。 本书专门讲解了 Unity3D 游戏人工智能开发的相关技术。书中精选了游戏 AI 中最必要、最实用的几项关键技术，用大量 Unity3D 示例代码、图片，以深入浅出的方式讲解游戏人工智能理论、设计原则和 Unity3D 编程实现方法。每个程序都有详细的注释并运行测试通过。 希望本书能给具备初步 Unity3D 游戏开发编程能力的读者在创作“更高智能”游戏角色时提供系统地、快捷地帮助。 本书精选Unity3D游戏开发中最关键、最实用的人工智能技术，用大量案例详细剖析了人工智能理论、设计原则和编程实现的方法,27.90,0.0,"王洪源,陈慕羿,华宇宁,石征锦",人工智能
"Unity 3D人工智能编程 (美)昂.斯尤.基奥,李秉义 9787111503897春诚图书专营店",暂时没有内容,50.70,0.0,"(美)昂.斯尤.基奥,李秉义",人工智能
交互设计中的人工情感,,48.90,0.0,谷学静，石琳，郭宇承 著,人工智能
人人都应该知道的人工智能 浙江人民出版社【好评返5元店铺礼券】,,29.95,0.0,(美)杰瑞？卡普兰,人工智能
全新正版 JG9787111600398 区块链+赋能数字经济 区块链书系 区块链相关法律法规监管及应用书 大数据人工本书还重点讲述了地方政府推进区块链应用在创新过程中的作用。另外还详细介绍了区块链的法律、法规和监管内容。,,34.30,0.0,颜阳 王斌 邹均 著,人工智能
智能手机的微型移动学习创新设计 云教育平台的智慧教育方法与关键技术系列丛书借助与教育平台的“智慧化”学习,（1）从智能手机学习工具的角度来论述微型移动学习教学方法和手段的改革、发展以及开拓的新教学方法。本书的编写融合了作者和课题组成员多年对微型移动学习实用教学、软件开发和推广应用的经验，凝练了多年的计算机与信息技术教学理论和实际开发的成果。 （2）在深化对移动学习本质理解方面，本书具有重要的启迪价值，读者对象不仅包括教育技术专业的普通高校师生，也包括计算机移动计算APP开发人员、智能手机软件制造商、一线教师，以及从事在线学习、远程教育工作的社会培训机构。 @bpI @cpJ @dpK @epQ @fp^ @gp_ @hpa @ipb-language:ZH-CN;mso-bidi-language:AR-SA\\',30.80,4.5,郑世珏，刘三（女牙） 编著,人工智能
达人迷 智能家居达人迷系列中关于智能家居主题的参考教程，适合从业人员和投资人员阅读。智能家居快速入门之选。全面了解当前智能家居发展和热门话题的指导书。图文结合，让你更加清晰地探秘智能家居的世界，了解未来世界的奥秘。,达人迷系列图书； 智能家居快速入门之选。 全面了解当前智能家居发展和热门话题的指导书。 图文结合，让你更加清晰地探秘智能家居的世界，了解未来世界的奥秘。 想要一个智能的家居环境吗？ 体验一下如何用手机或平板电脑控制它吧！ 本书介绍了一系列可以通过智能手机或平板电脑控制的智能家居设备，以及相关的操作技巧，这些在不远的将来也会与你的生活息息相关。本书向读者展示了如何通过移动设备控制家居环境中的所有设备，包括恒温器、安防系统，乃至照明系统和清洁设备。通过本书简单易行的操作指南，用户可以亲自动手完成大部分智能家居设备的装配。 ● 你的智能家居工具箱 确定用户需求，继而了解用户能做些什么。 ● 选择正确的工具 找出那些可以提供恒温器、自动清洁设备、家居安防和户外监控等产品的厂商。 ● 欢迎回家 了解为,54.50,5.0,[美]Dwight Spivey 斯皮维,人工智能
机器人学、机器视觉与控制――MATLAB算法基础,,78.20,4.5,（澳） Peter Corke （彼得 科克） 著，刘荣 等译,人工智能
深入理解TensorFlow 架构设计与实现原理 深度学习技术解析与实战 机器学习教程书 人工智能书籍+ Tensor,,128.00,0.0,彭靖田 林健 白小龙,人工智能
